"gene_id","symbol","name","cytoband","type","num_cohort_ssm_affected_cases","num_cohort_ssm_cases","cohort_ssm_affected_cases_percentage","num_gdc_ssm_affected_cases","num_gdc_ssm_cases","gdc_ssm_affected_cases_percentage","num_cohort_cnv_cases","num_cohort_cnv_gain_cases","cohort_cnv_gain_cases_percentage","num_cohort_cnv_loss_cases","cohort_cnv_loss_cases_percentage","num_mutations","annotations","SSM_Affected_Cases_in_Cohort","CNV_Gain","CNV_Loss","SSM_Affected_Cases_Across_the_GDC"
"ENSG00000179218","CALR","calreticulin","19p13.13","protein_coding",4,1131,0.35,95,16508,0.58,1342,307,22.88,27,2.01,5,"Cancer Gene Census","4 / 1131 (0.35%)","307 / 1342 (22.88%)","27 / 1342 (2.01%)","95 / 16508 (0.58%)"
"ENSG00000179750","APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B","22q13.1","protein_coding",4,1131,0.35,101,16508,0.61,1342,28,2.09,285,21.24,4,"Cancer Gene Census","4 / 1131 (0.35%)","28 / 1342 (2.09%)","285 / 1342 (21.24%)","101 / 16508 (0.61%)"
"ENSG00000180644","PRF1","perforin 1","10q22.1","protein_coding",4,1131,0.35,172,16508,1.04,1342,7,0.52,765,57,4,"Cancer Gene Census","4 / 1131 (0.35%)","7 / 1342 (0.52%)","765 / 1342 (57%)","172 / 16508 (1.04%)"
"ENSG00000181449","SOX2","SRY-box transcription factor 2","3q26.33","protein_coding",4,1131,0.35,114,16508,0.69,1342,104,7.75,39,2.91,4,"Cancer Gene Census","4 / 1131 (0.35%)","104 / 1342 (7.75%)","39 / 1342 (2.91%)","114 / 16508 (0.69%)"
"ENSG00000182185","RAD51B","RAD51 paralog B","14q24.1","protein_coding",4,1131,0.35,78,16508,0.47,1342,18,1.34,319,23.77,4,"Cancer Gene Census","4 / 1131 (0.35%)","18 / 1342 (1.34%)","319 / 1342 (23.77%)","78 / 16508 (0.47%)"
"ENSG00000183770","FOXL2","forkhead box L2","3q22.3","protein_coding",4,1131,0.35,97,16508,0.59,1342,49,3.65,67,4.99,4,"Cancer Gene Census","4 / 1131 (0.35%)","49 / 1342 (3.65%)","67 / 1342 (4.99%)","97 / 16508 (0.59%)"
"ENSG00000184402","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","20q13.33","protein_coding",4,1131,0.35,93,16508,0.56,1342,286,21.31,23,1.71,4,"Cancer Gene Census","4 / 1131 (0.35%)","286 / 1342 (21.31%)","23 / 1342 (1.71%)","93 / 16508 (0.56%)"
"ENSG00000184481","FOXO4","forkhead box O4","Xq13.1","protein_coding",4,1131,0.35,147,16508,0.89,1342,0,0,0,0,4,"Cancer Gene Census","4 / 1131 (0.35%)","0 / 1342 (0%)","0 / 1342 (0%)","147 / 16508 (0.89%)"
"ENSG00000184640","SEPTIN9","septin 9","17q25.3","protein_coding",4,1131,0.35,185,16508,1.12,1342,75,5.59,47,3.5,4,"Cancer Gene Census","4 / 1131 (0.35%)","75 / 1342 (5.59%)","47 / 1342 (3.5%)","185 / 16508 (1.12%)"
"ENSG00000184702","SEPTIN5","septin 5","22q11.21","protein_coding",4,1131,0.35,116,16508,0.7,1342,31,2.31,245,18.26,4,"Cancer Gene Census","4 / 1131 (0.35%)","31 / 1342 (2.31%)","245 / 1342 (18.26%)","116 / 16508 (0.7%)"
"ENSG00000186174","BCL9L","BCL9 like","11q23.3","protein_coding",4,1131,0.35,348,16508,2.11,1342,75,5.59,76,5.66,4,"Cancer Gene Census","4 / 1131 (0.35%)","75 / 1342 (5.59%)","76 / 1342 (5.66%)","348 / 16508 (2.11%)"
"ENSG00000198561","CTNND1","catenin delta 1","11q12.1","protein_coding",4,1131,0.35,273,16508,1.65,1342,38,2.83,91,6.78,5,"Cancer Gene Census","4 / 1131 (0.35%)","38 / 1342 (2.83%)","91 / 1342 (6.78%)","273 / 16508 (1.65%)"
"ENSG00000198625","MDM4","MDM4 regulator of p53","1q32.1","protein_coding",4,1131,0.35,119,16508,0.72,1342,183,13.64,21,1.56,4,"Cancer Gene Census","4 / 1131 (0.35%)","183 / 1342 (13.64%)","21 / 1342 (1.56%)","119 / 16508 (0.72%)"
"ENSG00000213672","NCKIPSD","NCK interacting protein with SH3 domain","3p21.31","protein_coding",4,1131,0.35,119,16508,0.72,1342,50,3.73,95,7.08,6,"Cancer Gene Census","4 / 1131 (0.35%)","50 / 1342 (3.73%)","95 / 1342 (7.08%)","119 / 16508 (0.72%)"
"ENSG00000006468","ETV1","ETS variant transcription factor 1","7p21.2","protein_coding",3,1131,0.27,230,16508,1.39,1342,708,52.76,11,0.82,4,"Cancer Gene Census","3 / 1131 (0.27%)","708 / 1342 (52.76%)","11 / 1342 (0.82%)","230 / 16508 (1.39%)"
"ENSG00000026103","FAS","Fas cell surface death receptor","10q23.31","protein_coding",3,1131,0.27,142,16508,0.86,1342,2,0.15,452,33.68,3,"Cancer Gene Census","3 / 1131 (0.27%)","2 / 1342 (0.15%)","452 / 1342 (33.68%)","142 / 16508 (0.86%)"
"ENSG00000033030","ZCCHC8","zinc finger CCHC-type containing 8","12q24.31","protein_coding",3,1131,0.27,143,16508,0.87,1342,65,4.84,64,4.77,3,"Cancer Gene Census","3 / 1131 (0.27%)","65 / 1342 (4.84%)","64 / 1342 (4.77%)","143 / 16508 (0.87%)"
"ENSG00000036257","CUL3","cullin 3","2q36.2","protein_coding",3,1131,0.27,250,16508,1.51,1342,31,2.31,52,3.87,3,"Cancer Gene Census","3 / 1131 (0.27%)","31 / 1342 (2.31%)","52 / 1342 (3.87%)","250 / 16508 (1.51%)"
"ENSG00000064933","PMS1","PMS1 homolog 1, mismatch repair system component","2q32.2","protein_coding",3,1131,0.27,183,16508,1.11,1342,30,2.24,43,3.2,5,"Cancer Gene Census","3 / 1131 (0.27%)","30 / 1342 (2.24%)","43 / 1342 (3.2%)","183 / 16508 (1.11%)"
"ENSG00000065057","NTHL1","nth like DNA glycosylase 1","16p13.3","protein_coding",3,1131,0.27,71,16508,0.43,1342,41,3.06,78,5.81,4,"Cancer Gene Census","3 / 1131 (0.27%)","41 / 1342 (3.06%)","78 / 1342 (5.81%)","71 / 16508 (0.43%)"
"ENSG00000066117","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","12q13.12","protein_coding",3,1131,0.27,102,16508,0.62,1342,59,4.4,107,7.97,4,"Cancer Gene Census","3 / 1131 (0.27%)","59 / 1342 (4.4%)","107 / 1342 (7.97%)","102 / 16508 (0.62%)"
"ENSG00000066455","GOLGA5","golgin A5","14q32.12","protein_coding",3,1131,0.27,146,16508,0.88,1342,15,1.12,291,21.68,4,"Cancer Gene Census","3 / 1131 (0.27%)","15 / 1342 (1.12%)","291 / 1342 (21.68%)","146 / 16508 (0.88%)"
"ENSG00000070404","FSTL3","follistatin like 3","19p13.3","protein_coding",3,1131,0.27,31,16508,0.19,1342,339,25.26,34,2.53,3,"Cancer Gene Census","3 / 1131 (0.27%)","339 / 1342 (25.26%)","34 / 1342 (2.53%)","31 / 16508 (0.19%)"
"ENSG00000073578","SDHA","succinate dehydrogenase complex flavoprotein subunit A","5p15.33","protein_coding",3,1131,0.27,191,16508,1.16,1342,34,2.53,46,3.43,2,"Cancer Gene Census","3 / 1131 (0.27%)","34 / 1342 (2.53%)","46 / 1342 (3.43%)","191 / 16508 (1.16%)"
"ENSG00000073584","SMARCE1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","17q21.2","protein_coding",3,1131,0.27,91,16508,0.55,1342,32,2.38,80,5.96,3,"Cancer Gene Census","3 / 1131 (0.27%)","32 / 1342 (2.38%)","80 / 1342 (5.96%)","91 / 16508 (0.55%)"
"ENSG00000073803","MAP3K13","mitogen-activated protein kinase kinase kinase 13","3q27.2","protein_coding",3,1131,0.27,250,16508,1.51,1342,86,6.41,54,4.02,4,"Cancer Gene Census","3 / 1131 (0.27%)","86 / 1342 (6.41%)","54 / 1342 (4.02%)","250 / 16508 (1.51%)"
"ENSG00000078399","HOXA9","homeobox A9","7p15.2","protein_coding",3,1131,0.27,79,16508,0.48,1342,723,53.87,5,0.37,3,"Cancer Gene Census","3 / 1131 (0.27%)","723 / 1342 (53.87%)","5 / 1342 (0.37%)","79 / 16508 (0.48%)"
"ENSG00000085832","EPS15","epidermal growth factor receptor pathway substrate 15","1p32.3","protein_coding",3,1131,0.27,184,16508,1.11,1342,64,4.77,231,17.21,3,"Cancer Gene Census","3 / 1131 (0.27%)","64 / 1342 (4.77%)","231 / 1342 (17.21%)","184 / 16508 (1.11%)"
"ENSG00000088256","GNA11","G protein subunit alpha 11","19p13.3","protein_coding",3,1131,0.27,123,16508,0.75,1342,316,23.55,38,2.83,5,"Cancer Gene Census","3 / 1131 (0.27%)","316 / 1342 (23.55%)","38 / 1342 (2.83%)","123 / 16508 (0.75%)"
"ENSG00000095002","MSH2","mutS homolog 2","2p21, 2p16.3","protein_coding",3,1131,0.27,206,16508,1.25,1342,35,2.61,41,3.06,4,"Cancer Gene Census","3 / 1131 (0.27%)","35 / 1342 (2.61%)","41 / 1342 (3.06%)","206 / 16508 (1.25%)"
"ENSG00000100721","TCL1A","TCL1 family AKT coactivator A","14q32.13","protein_coding",3,1131,0.27,72,16508,0.44,1342,10,0.75,288,21.46,3,"Cancer Gene Census","3 / 1131 (0.27%)","10 / 1342 (0.75%)","288 / 1342 (21.46%)","72 / 16508 (0.44%)"
"ENSG00000104408","EIF3E","eukaryotic translation initiation factor 3 subunit E","8q23.1","protein_coding",3,1131,0.27,148,16508,0.9,1342,122,9.09,43,3.2,3,"Cancer Gene Census","3 / 1131 (0.27%)","122 / 1342 (9.09%)","43 / 1342 (3.2%)","148 / 16508 (0.9%)"
"ENSG00000105173","CCNE1","cyclin E1","19q12","protein_coding",3,1131,0.27,113,16508,0.68,1342,280,20.86,235,17.51,3,"Cancer Gene Census","3 / 1131 (0.27%)","280 / 1342 (20.86%)","235 / 1342 (17.51%)","113 / 16508 (0.68%)"
"ENSG00000105568","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","19q13.41","protein_coding",3,1131,0.27,288,16508,1.74,1342,225,16.77,355,26.45,3,"Cancer Gene Census","3 / 1131 (0.27%)","225 / 1342 (16.77%)","355 / 1342 (26.45%)","288 / 16508 (1.74%)"
"ENSG00000105619","TFPT","TCF3 fusion partner","19q13.42","protein_coding",3,1131,0.27,68,16508,0.41,1342,235,17.51,351,26.15,3,"Cancer Gene Census","3 / 1131 (0.27%)","235 / 1342 (17.51%)","351 / 1342 (26.15%)","68 / 16508 (0.41%)"
"ENSG00000106483","SFRP4","secreted frizzled related protein 4","7p14.1","protein_coding",3,1131,0.27,152,16508,0.92,1342,719,53.58,5,0.37,4,"Cancer Gene Census","3 / 1131 (0.27%)","719 / 1342 (53.58%)","5 / 1342 (0.37%)","152 / 16508 (0.92%)"
"ENSG00000108924","HLF","HLF transcription factor, PAR bZIP family member","17q22","protein_coding",3,1131,0.27,107,16508,0.65,1342,59,4.4,43,3.2,3,"Cancer Gene Census","3 / 1131 (0.27%)","59 / 1342 (4.4%)","43 / 1342 (3.2%)","107 / 16508 (0.65%)"
"ENSG00000108953","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","17p13.3","protein_coding",3,1131,0.27,62,16508,0.38,1342,23,1.71,89,6.63,4,"Cancer Gene Census","3 / 1131 (0.27%)","23 / 1342 (1.71%)","89 / 1342 (6.63%)","62 / 16508 (0.38%)"
"ENSG00000114354","TFG","trafficking from ER to golgi regulator","3q12.2","protein_coding",3,1131,0.27,82,16508,0.5,1342,44,3.28,77,5.74,4,"Cancer Gene Census","3 / 1131 (0.27%)","44 / 1342 (3.28%)","77 / 1342 (5.74%)","82 / 16508 (0.5%)"
"ENSG00000116560","SFPQ","splicing factor proline and glutamine rich","1p34.3","protein_coding",3,1131,0.27,116,16508,0.7,1342,64,4.77,223,16.62,4,"Cancer Gene Census","3 / 1131 (0.27%)","64 / 1342 (4.77%)","223 / 1342 (16.62%)","116 / 16508 (0.7%)"
"ENSG00000118689","FOXO3","forkhead box O3","6q21","protein_coding",3,1131,0.27,125,16508,0.76,1342,16,1.19,211,15.72,3,"Cancer Gene Census","3 / 1131 (0.27%)","16 / 1342 (1.19%)","211 / 1342 (15.72%)","125 / 16508 (0.76%)"
"ENSG00000121067","SPOP","speckle type BTB/POZ protein","17q21.33","protein_coding",3,1131,0.27,207,16508,1.25,1342,52,3.87,48,3.58,3,"Cancer Gene Census","3 / 1131 (0.27%)","52 / 1342 (3.87%)","48 / 1342 (3.58%)","207 / 16508 (1.25%)"
"ENSG00000121966","CXCR4","C-X-C motif chemokine receptor 4","2q22.1","protein_coding",3,1131,0.27,134,16508,0.81,1342,27,2.01,36,2.68,3,"Cancer Gene Census","3 / 1131 (0.27%)","27 / 1342 (2.01%)","36 / 1342 (2.68%)","134 / 16508 (0.81%)"
"ENSG00000122566","HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1","7p15.2","protein_coding",3,1131,0.27,168,16508,1.02,1342,722,53.8,5,0.37,3,"Cancer Gene Census","3 / 1131 (0.27%)","722 / 1342 (53.8%)","5 / 1342 (0.37%)","168 / 16508 (1.02%)"
"ENSG00000123388","HOXC11","homeobox C11","12q13.13","protein_coding",3,1131,0.27,93,16508,0.56,1342,51,3.8,106,7.9,4,"Cancer Gene Census","3 / 1131 (0.27%)","51 / 1342 (3.8%)","106 / 1342 (7.9%)","93 / 16508 (0.56%)"
"ENSG00000123983","ACSL3","acyl-CoA synthetase long chain family member 3","2q36.1","protein_coding",3,1131,0.27,123,16508,0.75,1342,33,2.46,51,3.8,4,"Cancer Gene Census","3 / 1131 (0.27%)","33 / 1342 (2.46%)","51 / 1342 (3.8%)","123 / 16508 (0.75%)"
"ENSG00000124795","DEK","DEK proto-oncogene","6p22.3","protein_coding",3,1131,0.27,102,16508,0.62,1342,22,1.64,91,6.78,3,"Cancer Gene Census","3 / 1131 (0.27%)","22 / 1342 (1.64%)","91 / 1342 (6.78%)","102 / 16508 (0.62%)"
"ENSG00000126524","SBDS","SBDS ribosome maturation factor","7q11.21","protein_coding",3,1131,0.27,69,16508,0.42,1342,742,55.29,6,0.45,4,"Cancer Gene Census","3 / 1131 (0.27%)","742 / 1342 (55.29%)","6 / 1342 (0.45%)","69 / 16508 (0.42%)"
"ENSG00000126752","SSX1","SSX family member 1","Xp11.23","protein_coding",3,1131,0.27,67,16508,0.41,1342,0,0,0,0,3,"Cancer Gene Census","3 / 1131 (0.27%)","0 / 1342 (0%)","0 / 1342 (0%)","67 / 16508 (0.41%)"
"ENSG00000126934","MAP2K2","mitogen-activated protein kinase kinase 2","19p13.3","protein_coding",3,1131,0.27,116,16508,0.7,1342,312,23.25,36,2.68,3,"Cancer Gene Census","3 / 1131 (0.27%)","312 / 1342 (23.25%)","36 / 1342 (2.68%)","116 / 16508 (0.7%)"
"ENSG00000127083","OMD","osteomodulin","9q22.31","protein_coding",3,1131,0.27,89,16508,0.54,1342,79,5.89,97,7.23,3,"Cancer Gene Census","3 / 1131 (0.27%)","79 / 1342 (5.89%)","97 / 1342 (7.23%)","89 / 16508 (0.54%)"
"ENSG00000128713","HOXD11","homeobox D11","2q31.1","protein_coding",3,1131,0.27,68,16508,0.41,1342,29,2.16,42,3.13,3,"Cancer Gene Census","3 / 1131 (0.27%)","29 / 1342 (2.16%)","42 / 1342 (3.13%)","68 / 16508 (0.41%)"
"ENSG00000134352","IL6ST","interleukin 6 signal transducer","5q11.2","protein_coding",3,1131,0.27,186,16508,1.13,1342,49,3.65,51,3.8,4,"Cancer Gene Census","3 / 1131 (0.27%)","49 / 1342 (3.65%)","51 / 1342 (3.8%)","186 / 16508 (1.13%)"
"ENSG00000136504","KAT7","lysine acetyltransferase 7","17q21.33","protein_coding",3,1131,0.27,149,16508,0.9,1342,51,3.8,47,3.5,3,"Cancer Gene Census","3 / 1131 (0.27%)","51 / 1342 (3.8%)","47 / 1342 (3.5%)","149 / 16508 (0.9%)"
"ENSG00000138081","FBXO11","F-box protein 11","2p16.3","protein_coding",3,1131,0.27,172,16508,1.04,1342,34,2.53,40,2.98,5,"Cancer Gene Census","3 / 1131 (0.27%)","34 / 1342 (2.53%)","40 / 1342 (2.98%)","172 / 16508 (1.04%)"
"ENSG00000139163","ETNK1","ethanolamine kinase 1","12p12.1","protein_coding",3,1131,0.27,109,16508,0.66,1342,94,7,52,3.87,3,"Cancer Gene Census","3 / 1131 (0.27%)","94 / 1342 (7%)","52 / 1342 (3.87%)","109 / 16508 (0.66%)"
"ENSG00000141380","SS18","SS18 subunit of BAF chromatin remodeling complex","18q11.2","protein_coding",3,1131,0.27,83,16508,0.5,1342,59,4.4,101,7.53,3,"Cancer Gene Census","3 / 1131 (0.27%)","59 / 1342 (4.4%)","101 / 1342 (7.53%)","83 / 16508 (0.5%)"
"ENSG00000141646","SMAD4","SMAD family member 4","18q21.2","protein_coding",3,1131,0.27,386,16508,2.34,1342,54,4.02,121,9.02,3,"Cancer Gene Census","3 / 1131 (0.27%)","54 / 1342 (4.02%)","121 / 1342 (9.02%)","386 / 16508 (2.34%)"
"ENSG00000142208","AKT1","AKT serine/threonine kinase 1","14q32.33","protein_coding",3,1131,0.27,176,16508,1.07,1342,17,1.27,280,20.86,3,"Cancer Gene Census","3 / 1131 (0.27%)","17 / 1342 (1.27%)","280 / 1342 (20.86%)","176 / 16508 (1.07%)"
"ENSG00000146232","NFKBIE","NFKB inhibitor epsilon","6p21.1","protein_coding",3,1131,0.27,79,16508,0.48,1342,23,1.71,76,5.66,3,"Cancer Gene Census","3 / 1131 (0.27%)","23 / 1342 (1.71%)","76 / 1342 (5.66%)","79 / 16508 (0.48%)"
"ENSG00000147403","RPL10","ribosomal protein L10","Xq28","protein_coding",3,1131,0.27,127,16508,0.77,1342,0,0,0,0,6,"Cancer Gene Census","3 / 1131 (0.27%)","0 / 1342 (0%)","0 / 1342 (0%)","127 / 16508 (0.77%)"
"ENSG00000148516","ZEB1","zinc finger E-box binding homeobox 1","10p11.22","protein_coding",3,1131,0.27,390,16508,2.36,1342,69,5.14,711,52.98,4,"Cancer Gene Census","3 / 1131 (0.27%)","69 / 1342 (5.14%)","711 / 1342 (52.98%)","390 / 16508 (2.36%)"
"ENSG00000152942","RAD17","RAD17 checkpoint clamp loader component","5q13.2","protein_coding",3,1131,0.27,126,16508,0.76,1342,46,3.43,61,4.55,5,"Cancer Gene Census","3 / 1131 (0.27%)","46 / 1342 (3.43%)","61 / 1342 (4.55%)","126 / 16508 (0.76%)"
"ENSG00000153165","RGPD3","RANBP2 like and GRIP domain containing 3","2q12.2","protein_coding",3,1131,0.27,85,16508,0.51,1342,28,2.09,36,2.68,4,"Cancer Gene Census","3 / 1131 (0.27%)","28 / 1342 (2.09%)","36 / 1342 (2.68%)","85 / 16508 (0.51%)"
"ENSG00000153814","JAZF1","JAZF zinc finger 1","7p15.2, 7p15.1","protein_coding",3,1131,0.27,78,16508,0.47,1342,724,53.95,6,0.45,3,"Cancer Gene Census","3 / 1131 (0.27%)","724 / 1342 (53.95%)","6 / 1342 (0.45%)","78 / 16508 (0.47%)"
"ENSG00000156531","PHF6","PHD finger protein 6","Xq26.2","protein_coding",3,1131,0.27,152,16508,0.92,1342,0,0,0,0,3,"Cancer Gene Census","3 / 1131 (0.27%)","0 / 1342 (0%)","0 / 1342 (0%)","152 / 16508 (0.92%)"
"ENSG00000157933","SKI","SKI proto-oncogene","1p36.33, 1p36.32","protein_coding",3,1131,0.27,116,16508,0.7,1342,19,1.42,175,13.04,3,"Cancer Gene Census","3 / 1131 (0.27%)","19 / 1342 (1.42%)","175 / 1342 (13.04%)","116 / 16508 (0.7%)"
"ENSG00000159784","FAM131B","family with sequence similarity 131 member B","7q34","protein_coding",3,1131,0.27,152,16508,0.92,1342,787,58.64,16,1.19,3,"Cancer Gene Census","3 / 1131 (0.27%)","787 / 1342 (58.64%)","16 / 1342 (1.19%)","152 / 16508 (0.92%)"
"ENSG00000162775","RBM15","RNA binding motif protein 15","1p13.3","protein_coding",3,1131,0.27,221,16508,1.34,1342,61,4.55,211,15.72,5,"Cancer Gene Census","3 / 1131 (0.27%)","61 / 1342 (4.55%)","211 / 1342 (15.72%)","221 / 16508 (1.34%)"
"ENSG00000162924","REL","REL proto-oncogene, NF-kB subunit","2p16.1","protein_coding",3,1131,0.27,128,16508,0.78,1342,30,2.24,41,3.06,3,"Cancer Gene Census","3 / 1131 (0.27%)","30 / 1342 (2.24%)","41 / 1342 (3.06%)","128 / 16508 (0.78%)"
"ENSG00000163902","RPN1","ribophorin I","3q21.3","protein_coding",3,1131,0.27,97,16508,0.59,1342,44,3.28,83,6.18,3,"Cancer Gene Census","3 / 1131 (0.27%)","44 / 1342 (3.28%)","83 / 1342 (6.18%)","97 / 16508 (0.59%)"
"ENSG00000163930","BAP1","BRCA1 associated protein 1","3p21.1","protein_coding",3,1131,0.27,333,16508,2.02,1342,51,3.8,101,7.53,4,"Cancer Gene Census","3 / 1131 (0.27%)","51 / 1342 (3.8%)","101 / 1342 (7.53%)","333 / 16508 (2.02%)"
"ENSG00000164438","TLX3","T cell leukemia homeobox 3","5q35.1","protein_coding",3,1131,0.27,80,16508,0.48,1342,48,3.58,90,6.71,3,"Cancer Gene Census","3 / 1131 (0.27%)","48 / 1342 (3.58%)","90 / 1342 (6.71%)","80 / 16508 (0.48%)"
"ENSG00000165392","WRN","WRN RecQ like helicase","8p12","protein_coding",3,1131,0.27,264,16508,1.6,1342,55,4.1,78,5.81,7,"Cancer Gene Census","3 / 1131 (0.27%)","55 / 1342 (4.1%)","78 / 1342 (5.81%)","264 / 16508 (1.6%)"
"ENSG00000165556","CDX2","caudal type homeobox 2","13q12.2","protein_coding",3,1131,0.27,100,16508,0.61,1342,17,1.27,318,23.7,3,"Cancer Gene Census","3 / 1131 (0.27%)","17 / 1342 (1.27%)","318 / 1342 (23.7%)","100 / 16508 (0.61%)"
"ENSG00000166710","B2M","beta-2-microglobulin","15q21.1","protein_coding",3,1131,0.27,179,16508,1.08,1342,15,1.12,209,15.57,3,"Cancer Gene Census","3 / 1131 (0.27%)","15 / 1342 (1.12%)","209 / 1342 (15.57%)","179 / 16508 (1.08%)"
"ENSG00000167751","KLK2","kallikrein related peptidase 2","19q13.33","protein_coding",3,1131,0.27,97,16508,0.59,1342,222,16.54,348,25.93,3,"Cancer Gene Census","3 / 1131 (0.27%)","222 / 1342 (16.54%)","348 / 1342 (25.93%)","97 / 16508 (0.59%)"
"ENSG00000170759","KIF5B","kinesin family member 5B","10p11.22","protein_coding",3,1131,0.27,181,16508,1.1,1342,62,4.62,712,53.06,3,"Cancer Gene Census","3 / 1131 (0.27%)","62 / 1342 (4.62%)","712 / 1342 (53.06%)","181 / 16508 (1.1%)"
"ENSG00000171791","BCL2","BCL2 apoptosis regulator","18q21.33","protein_coding",3,1131,0.27,62,16508,0.38,1342,56,4.17,125,9.31,3,"Cancer Gene Census","3 / 1131 (0.27%)","56 / 1342 (4.17%)","125 / 1342 (9.31%)","62 / 16508 (0.38%)"
"ENSG00000172493","AFF1","AF4/FMR2 family member 1","4q21.3, 4q22.1","protein_coding",3,1131,0.27,272,16508,1.65,1342,22,1.64,113,8.42,4,"Cancer Gene Census","3 / 1131 (0.27%)","22 / 1342 (1.64%)","113 / 1342 (8.42%)","272 / 16508 (1.65%)"
"ENSG00000176302","FOXR1","forkhead box R1","11q23.3","protein_coding",3,1131,0.27,82,16508,0.5,1342,75,5.59,77,5.74,4,"Cancer Gene Census","3 / 1131 (0.27%)","75 / 1342 (5.59%)","77 / 1342 (5.74%)","82 / 16508 (0.5%)"
"ENSG00000177606","JUN","Jun proto-oncogene, AP-1 transcription factor subunit","1p32.1","protein_coding",3,1131,0.27,86,16508,0.52,1342,66,4.92,209,15.57,3,"Cancer Gene Census","3 / 1131 (0.27%)","66 / 1342 (4.92%)","209 / 1342 (15.57%)","86 / 16508 (0.52%)"
"ENSG00000178053","MLF1","myeloid leukemia factor 1","3q25.32","protein_coding",3,1131,0.27,96,16508,0.58,1342,50,3.73,67,4.99,3,"Cancer Gene Census","3 / 1131 (0.27%)","50 / 1342 (3.73%)","67 / 1342 (4.99%)","96 / 16508 (0.58%)"
"ENSG00000178691","SUZ12","SUZ12 polycomb repressive complex 2 subunit","17q11.2","protein_coding",3,1131,0.27,148,16508,0.9,1342,30,2.24,87,6.48,3,"Cancer Gene Census","3 / 1131 (0.27%)","30 / 1342 (2.24%)","87 / 1342 (6.48%)","148 / 16508 (0.9%)"
"ENSG00000179348","GATA2","GATA binding protein 2","3q21.3","protein_coding",3,1131,0.27,130,16508,0.79,1342,43,3.2,83,6.18,3,"Cancer Gene Census","3 / 1131 (0.27%)","43 / 1342 (3.2%)","83 / 1342 (6.18%)","130 / 16508 (0.79%)"
"ENSG00000181690","PLAG1","PLAG1 zinc finger","8q12.1","protein_coding",3,1131,0.27,182,16508,1.1,1342,69,5.14,53,3.95,3,"Cancer Gene Census","3 / 1131 (0.27%)","69 / 1342 (5.14%)","53 / 1342 (3.95%)","182 / 16508 (1.1%)"
"ENSG00000182901","RGS7","regulator of G protein signaling 7","1q43","protein_coding",3,1131,0.27,351,16508,2.13,1342,90,6.71,54,4.02,6,"Cancer Gene Census","3 / 1131 (0.27%)","90 / 1342 (6.71%)","54 / 1342 (4.02%)","351 / 16508 (2.13%)"
"ENSG00000182944","EWSR1","EWS RNA binding protein 1","22q12.2","protein_coding",3,1131,0.27,163,16508,0.99,1342,29,2.16,264,19.67,3,"Cancer Gene Census","3 / 1131 (0.27%)","29 / 1342 (2.16%)","264 / 1342 (19.67%)","163 / 16508 (0.99%)"
"ENSG00000183161","FANCF","FA complementation group F","11p14.3","protein_coding",3,1131,0.27,85,16508,0.51,1342,33,2.46,152,11.33,3,"Cancer Gene Census","3 / 1131 (0.27%)","33 / 1342 (2.46%)","152 / 1342 (11.33%)","85 / 16508 (0.51%)"
"ENSG00000187239","FNBP1","formin binding protein 1","9q34.11","protein_coding",3,1131,0.27,141,16508,0.85,1342,93,6.93,111,8.27,5,"Cancer Gene Census","3 / 1131 (0.27%)","93 / 1342 (6.93%)","111 / 1342 (8.27%)","141 / 16508 (0.85%)"
"ENSG00000187735","TCEA1","transcription elongation factor A1","8q11.23","protein_coding",3,1131,0.27,85,16508,0.51,1342,71,5.29,52,3.87,4,"Cancer Gene Census","3 / 1131 (0.27%)","71 / 1342 (5.29%)","52 / 1342 (3.87%)","85 / 16508 (0.51%)"
"ENSG00000204713","TRIM27","tripartite motif containing 27","6p22.1","protein_coding",3,1131,0.27,135,16508,0.82,1342,20,1.49,85,6.33,5,"Cancer Gene Census","3 / 1131 (0.27%)","20 / 1342 (1.49%)","85 / 1342 (6.33%)","135 / 16508 (0.82%)"
"ENSG00000205927","OLIG2","oligodendrocyte transcription factor 2","21q22.11","protein_coding",3,1131,0.27,81,16508,0.49,1342,66,4.92,74,5.51,3,"Cancer Gene Census","3 / 1131 (0.27%)","66 / 1342 (4.92%)","74 / 1342 (5.51%)","81 / 16508 (0.49%)"
"ENSG00000213066","CEP43","centrosomal protein 43","6q27","protein_coding",3,1131,0.27,73,16508,0.44,1342,14,1.04,257,19.15,3,"Cancer Gene Census","3 / 1131 (0.27%)","14 / 1342 (1.04%)","257 / 1342 (19.15%)","73 / 16508 (0.44%)"
"ENSG00000221829","FANCG","FA complementation group G","9p13.3","protein_coding",3,1131,0.27,114,16508,0.69,1342,57,4.25,270,20.12,3,"Cancer Gene Census","3 / 1131 (0.27%)","57 / 1342 (4.25%)","270 / 1342 (20.12%)","114 / 16508 (0.69%)"
